Symbol,Name,Country,IPO Year,Exchange,Cleaned Symbol
CFXA,Colfax Corporation 5.75% Tangible Equity Units,United States,2019,NYSE,CFXA
CGA,China Green Agriculture Inc. Common Stock,China,,NYSE,CGA
CGAU,Centerra Gold Inc. Common Shares,,2021,NYSE,CGAU
CHAA,Catcha Investment Corp. Class A Ordinary Shares,,2021,NYSE,CHAA
CHCT,Community Healthcare Trust Incorporated Common Stock,United States,2015,NYSE,CHCT
CHD,Church & Dwight Company Inc. Common Stock,United States,,NYSE,CHD
CHE,Chemed Corp,United States,,NYSE,CHE
CHGG,Chegg Inc. Common Stock,,2013,NYSE,CHGG
CHH,Choice Hotels International Inc. Common Stock,United States,,NYSE,CHH
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,,2013,NYSE,CHMI
CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,,,NYSE,CHMI.A
CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,NYSE,CHMI.B
CHN,China Fund Inc. (The) Common Stock,United States,,NYSE,CHN
CHPT,ChargePoint Holdings Inc. Common Stock,,2019,NYSE,CHPT
CHRA,Charah Solutions Inc. Common Stock,United States,2018,NYSE,CHRA
CHS,Chico's FAS Inc. Common Stock,United States,,NYSE,CHS
CHT,Chunghwa Telecom Co. Ltd.,Taiwan,,NYSE,CHT
CHWY,Chewy Inc. Class A Common Stock,,2019,NYSE,CHWY
CI,Cigna Corporation Common Stock,United States,,NYSE,CI
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),United States,,NYSE,CIA
CIB,BanColombia S.A. Common Stock,Colombia,,NYSE,CIB
CIEN,Ciena Corporation Common Stock,United States,1997,NYSE,CIEN
CIF,MFS Intermediate High Income Fund Common Stock,United States,,NYSE,CIF
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Brazil,,NYSE,CIG
CII,Blackrock Capital and Income Fund Inc.,United States,2004,NYSE,CII
CIM,Chimera Investment Corporation Common Stock,United States,2007,NYSE,CIM
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,United States,,NYSE,CIM.A
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,NYSE,CIM.B
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,United States,,NYSE,CIM.C
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,NYSE,CIM.D
CINR,Ciner Resources LP Common Units representing Limited Partner Interests,,2013,NYSE,CINR
CIO,City Office REIT Inc. Common Stock,,2014,NYSE,CIO
CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,,,NYSE,CIO.A
CIR,CIRCOR International Inc. Common Stock,United States,,NYSE,CIR
CIT,CIT Group Inc (DEL) Common Stock,United States,,NYSE,CIT
CIT^B,CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B,United States,,NYSE,CIT.B
CIXX,CI Financial Corp. Common Shares,,,NYSE,CIXX
CL,Colgate-Palmolive Company Common Stock,United States,,NYSE,CL
CLAA,Colonnade Acquisition Corp. II Class A Ordinary Shares,,2021,NYSE,CLAA
CLAS,Class Acceleration Corp. Class A Common Stock,,2021,NYSE,CLAS
CLB,Core Laboratories N.V. Common Stock,Netherlands,1995,NYSE,CLB
CLBR,Colombier Acquisition Corp. Class A Common Stock,,2021,NYSE,CLBR
CLDR,Cloudera Inc. Common Stock,Canada,2017,NYSE,CLDR
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,United States,2010,NYSE,CLDT
CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,NYSE,CLDT.A
CLF,Cleveland-Cliffs Inc. Common Stock,United States,,NYSE,CLF
CLH,Clean Harbors Inc. Common Stock,United States,,NYSE,CLH
CLI,Mack-Cali Realty Corporation Common Stock,United States,,NYSE,CLI
CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock,,2021,NYSE,CLIM
CLPR,Clipper Realty Inc. Common Stock,United States,2017,NYSE,CLPR
CLR,Continental Resources Inc. Common Stock,United States,2007,NYSE,CLR
CLS,Celestica Inc. Common Stock,Canada,1998,NYSE,CLS
CLVT,Clarivate Plc Ordinary Shares,,2019,NYSE,CLVT
CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares,,,NYSE,CLVT.A
CLW,Clearwater Paper Corporation Common Stock,United States,,NYSE,CLW
CLX,Clorox Company (The) Common Stock,United States,,NYSE,CLX
CM,Canadian Imperial Bank of Commerce Common Stock,Canada,,NYSE,CM
CMA,Comerica Incorporated Common Stock,United States,,NYSE,CMA
CMC,Commercial Metals Company Common Stock,United States,,NYSE,CMC
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares,,2014,NYSE,CMCM
CMG,Chipotle Mexican Grill Inc. Common Stock,United States,2006,NYSE,CMG
CMI,Cummins Inc. Common Stock,United States,,NYSE,CMI
CMO,Capstead Mortgage Corporation Common Stock,United States,,NYSE,CMO
CMO^E,Capstead Mortgage Corporation Pfd Ser E,United States,,NYSE,CMO.E
CMP,Compass Minerals Intl Inc Common Stock,United States,2003,NYSE,CMP
CMRE,Costamare Inc. Common Stock $0.0001 par value,Greece,2010,NYSE,CMRE
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),Greece,,NYSE,CMRE.B
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),Greece,,NYSE,CMRE.C
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,Greece,,NYSE,CMRE.D
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,Greece,,NYSE,CMRE.E
CMS,CMS Energy Corporation Common Stock,United States,,NYSE,CMS
CMS^B,CMS Energy Corporation Preferred Stock,United States,,NYSE,CMS.B
CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,United States,,NYSE,CMS.C
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,United States,2018,NYSE,CMSA
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,United States,2018,NYSE,CMSC
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,United States,2019,NYSE,CMSD
CMU,MFS Municipal Income Trust Common Stock,United States,1987,NYSE,CMU
CNA,CNA Financial Corporation Common Stock,United States,,NYSE,CNA
CNC,Centene Corporation Common Stock,United States,,NYSE,CNC
CND,Concord Acquisition Corp. Class A Common Stock,,2021,NYSE,CND
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,,2018,NYSE,CNF
CNHI,CNH Industrial N.V. Common Shares,,2013,NYSE,CNHI
CNI,Canadian National Railway Company Common Stock,Canada,,NYSE,CNI
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,United States,2007,NYSE,CNK
CNMD,CONMED Corporation Common Stock,United States,1987,NYSE,CNMD
CNNE,Cannae Holdings Inc. Common Stock,,2017,NYSE,CNNE
CNO,CNO Financial Group Inc. Common Stock,United States,,NYSE,CNO
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,United States,,NYSE,CNO.A
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,United States,,NYSE,CNP
CNP^B,CenterPoint Energy Inc. Depositary Shares Each Representing a 1/20th Interest in a Share of 7.00% Series B Mandatory Convertible Preferred Stock,United States,,NYSE,CNP.B
CNQ,Canadian Natural Resources Limited Common Stock,Canada,,NYSE,CNQ
CNR,Cornerstone Building Brands Inc. Common Stock,United States,,NYSE,CNR
CNS,Cohen & Steers Inc Common Stock,United States,2004,NYSE,CNS
CNVY,Convey Holding Parent Inc. Common Stock,,2021,NYSE,CNVY
CNX,CNX Resources Corporation Common Stock,United States,1999,NYSE,CNX
CO,Global Cord Blood Corporation Common Stock,Hong Kong,,NYSE,CO
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,United States,2006,NYSE,CODI
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,United States,,NYSE,CODI.A
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,United States,,NYSE,CODI.B
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,United States,,NYSE,CODI.C
COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares,China,2016,NYSE,COE
COF,Capital One Financial Corporation Common Stock,United States,1994,NYSE,COF
COF^G,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series G,United States,,NYSE,COF.G
COF^H,Capital One Financial Corporation Depositary Shares Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series H,United States,,NYSE,COF.H
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,United States,,NYSE,COF.I
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,United States,,NYSE,COF.J
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,United States,,NYSE,COF.K
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,United States,,NYSE,COF.L
COG,Cabot Oil & Gas Corporation Common Stock,United States,1990,NYSE,COG
COLD,Americold Realty Trust Common Shares,United States,2018,NYSE,COLD
COMP,Compass Inc. Class A Common Stock,,2021,NYSE,COMP
COO,The Cooper Companies Inc. Common Stock,United States,,NYSE,COO
COP,ConocoPhillips Common Stock,United States,,NYSE,COP
COR,CoreSite Realty Corporation Common Stock,United States,2010,NYSE,COR
CORR,CorEnergy Infrastructure Trust Inc. Common Stock,United States,,NYSE,CORR
CORR^A,CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock,United States,,NYSE,CORR.A
COTY,Coty Inc. Class A Common Stock,United States,2013,NYSE,COTY
COUR,Coursera Inc. Common Stock,,2021,NYSE,COUR
CP,Canadian Pacific Railway Limited Common Stock,Canada,,NYSE,CP
CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock,Panama,2005,NYSE,CPA
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),Peru,,NYSE,CPAC
CPB,Campbell Soup Company Common Stock,United States,,NYSE,CPB
CPE,Callon Petroleum Company Common Stock,United States,,NYSE,CPE
CPF,Central Pacific Financial Corp New,United States,,NYSE,CPF
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),Canada,,NYSE,CPG
CPK,Chesapeake Utilities Corporation Common Stock,United States,,NYSE,CPK
CPLG,CorePoint Lodging Inc. Common Stock ,,2018,NYSE,CPLG
CPNG,Coupang Inc. Class A Common Stock,,2021,NYSE,CPNG
CPRI,Capri Holdings Limited Ordinary Shares,Hong Kong,2011,NYSE,CPRI
CPS,Cooper-Standard Holdings Inc. Common Stock,United States,,NYSE,CPS
CPSR,Capstar Special Purpose Acquisition Corp. Class A Common Stock,,2020,NYSE,CPSR
CPT,Camden Property Trust Common Stock,United States,1993,NYSE,CPT
CPTK,Crown PropTech Acquisitions Class A Ordinary Shares,,2021,NYSE,CPTK
CPUH,Compute Health Acquisition Corp. Class A Common Stock,,2021,NYSE,CPUH
CR,Crane Co. Common Stock,United States,,NYSE,CR
CRC,California Resources Corporation Common Stock,,2020,NYSE,CRC
CRD/A,Crawford & Company,United States,,NYSE,CRD/A
CRD/B,Crawford & Company,United States,,NYSE,CRD/B
CRH,CRH PLC American Depositary Shares,Ireland,,NYSE,CRH
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares,United States,2020,NYSE,CRHC
CRI,Carter's Inc. Common Stock,United States,2003,NYSE,CRI
CRK,Comstock Resources Inc. Common Stock,United States,,NYSE,CRK
CRL,Charles River Laboratories International Inc. Common Stock,United States,2000,NYSE,CRL
CRM,Salesforce.com Inc Common Stock,United States,2004,NYSE,CRM
CRS,Carpenter Technology Corporation Common Stock,United States,,NYSE,CRS
CRT,Cross Timbers Royalty Trust Common Stock,United States,1992,NYSE,CRT
CRU,Crucible Acquisition Corporation Class A Common Stock,,2021,NYSE,CRU
CRY,CryoLife Inc. Common Stock,United States,,NYSE,CRY
CS,Credit Suisse Group American Depositary Shares,Switzerland,,NYSE,CS
CSAN,Cosan S.A. ADS,,2021,NYSE,CSAN
CSL,Carlisle Companies Incorporated Common Stock,United States,,NYSE,CSL
CSLT,Castlight Health Inc. Class B Common Stock,,2014,NYSE,CSLT
CSPR,Casper Sleep Inc. Common Stock,,2020,NYSE,CSPR
CSR,D/B/A Centerspace Common Stock,United States,,NYSE,CSR
CSR^C,D/B/A Centerspace 6.625% Series C ,United States,,NYSE,CSR.C
CSTA,Constellation Acquisition Corp I Class A Ordinary Shares,,2021,NYSE,CSTA
CSTM,Constellium SE Ordinary Shares (France),Netherlands,2013,NYSE,CSTM
CSU,Capital Senior Living Corporation Common Stock,United States,1997,NYSE,CSU
CSV,Carriage Services Inc. Common Stock,United States,,NYSE,CSV
CTA^A,E.I. du Pont de Nemours and Company Preferred Stock,United States,,NYSE,CTA.A
CTA^B,E.I. du Pont de Nemours and Company Preferred Stock,United States,,NYSE,CTA.B
CTAC,Cerberus Telecom Acquisition Corp. Class A Ordinary Shares,United States,2020,NYSE,CTAC
CTBB,Qwest Corporation 6.5% Notes due 2056,United States,2016,NYSE,CTBB
CTDD,Qwest Corporation 6.75% Notes due 2057,United States,2017,NYSE,CTDD
CTK,CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares,,2018,NYSE,CTK
CTLT,Catalent Inc. Common Stock,United States,2014,NYSE,CTLT
CTO,CTO Realty Growth Inc. Common Stock,United States,,NYSE,CTO
CTO^A,CTO Realty Growth Inc. 6.375% Series A Cumulative Redeemable Preferred Stock,United States,,NYSE,CTO.A
CTOS,Custom Truck One Source Inc. Common Stock,Cayman Islands,2017,NYSE,CTOS
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,United States,2012,NYSE,CTR
CTS,CTS Corporation Common Stock,United States,,NYSE,CTS
CTT,CatchMark Timber Trust Inc. Class A Common Stock,United States,2013,NYSE,CTT
CTVA,Corteva Inc. Common Stock ,,2019,NYSE,CTVA
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,United States,2019,NYSE,CUBB
CUBE,CubeSmart Common Shares,United States,,NYSE,CUBE
CUBI,Customers Bancorp Inc Common Stock,United States,,NYSE,CUBI
CUBI^C,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series C,United States,,NYSE,CUBI.C
CUBI^D,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,United States,,NYSE,CUBI.D
CUBI^E,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,United States,,NYSE,CUBI.E
CUBI^F,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States,,NYSE,CUBI.F
CUK,Carnival Plc ADS ADS,United States,,NYSE,CUK
CULP,Culp Inc. Common Stock,United States,,NYSE,CULP
CURO,CURO Group Holdings Corp. Common Stock,,2017,NYSE,CURO
CURV,Torrid Holdings Inc. Common Stock,,2021,NYSE,CURV
CUZ,Cousins Properties Incorporated Common Stock,United States,,NYSE,CUZ
CVA,Covanta Holding Corporation Common Stock,United States,,NYSE,CVA
CVE,Cenovus Energy Inc Common Stock,Canada,,NYSE,CVE
CVEO,Civeo Corporation (Canada) Common Shares,,2014,NYSE,CVEO
CVI,CVR Energy Inc. Common Stock,United States,2007,NYSE,CVI
CVII,Churchill Capital Corp VII Class A Common Stock,,2021,NYSE,CVII
CVNA,Carvana Co. Class A Common Stock,United States,2017,NYSE,CVNA
CVS,CVS Health Corporation Common Stock,United States,,NYSE,CVS
CVX,Chevron Corporation Common Stock,United States,,NYSE,CVX
CW,Curtiss-Wright Corporation Common Stock,United States,,NYSE,CW
CWEN,Clearway Energy Inc. Class C Common Stock,United States,2015,NYSE,CWEN
CWH,Camping World Holdings Inc. Class A Commom Stock,United States,2016,NYSE,CWH
CWK,Cushman & Wakefield plc Ordinary Shares,,2018,NYSE,CWK
CWT,California Water Service Group Common Stock,United States,,NYSE,CWT
CX,Cemex S.A.B. de C.V. Sponsored ADR,Mexico,,NYSE,CX
CXE,MFS High Income Municipal Trust Common Stock,United States,1989,NYSE,CXE
CXH,MFS Investment Grade Municipal Trust Common Stock,United States,1989,NYSE,CXH
CXM,Sprinklr Inc. Class A Common Stock,,2021,NYSE,CXM
CXP,Columbia Property Trust Inc. Common Stock,United States,2013,NYSE,CXP
CXW,CoreCivic Inc. Common Stock,United States,,NYSE,CXW
CYD,China Yuchai International Limited Common Stock,Singapore,1994,NYSE,CYD
CYH,Community Health Systems Inc. Common Stock,United States,2000,NYSE,CYH
D,Dominion Energy Inc. Common Stock,United States,,NYSE,D
DAC,Danaos Corporation Common Stock,Greece,2006,NYSE,DAC
DAL,Delta Air Lines Inc. Common Stock,United States,,NYSE,DAL
DAN,Dana Incorporated Common Stock ,United States,,NYSE,DAN
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,,2019,NYSE,DAO
DAR,Darling Ingredients Inc. Common Stock,United States,,NYSE,DAR
DASH,DoorDash Inc. Class A Common Stock,,2020,NYSE,DASH
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),,2018,NYSE,DAVA
DB,Deutsche Bank AG Common Stock,Germany,,NYSE,DB
DBD,Diebold Nixdorf Incorporated Common Stock,United States,,NYSE,DBD
DBI,Designer Brands Inc. Class A Common Stock,United States,,NYSE,DBI
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,United States,2012,NYSE,DBL
DBRG,DigitalBridge Group Inc.,United States,2014,NYSE,DBRG
DBRG^G,DigitalBridge Group Inc. 7.50% Series G ,United States,,NYSE,DBRG.G
DBRG^H,DigitalBridge Group Inc. 7.125% Series H ,United States,,NYSE,DBRG.H
DBRG^I,DigitalBridge Group Inc. 7.15% Series I ,United States,,NYSE,DBRG.I
DBRG^J,DigitalBridge Group Inc. 7.125% Series J ,United States,,NYSE,DBRG.J
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,,2017,NYSE,DCF
DCI,Donaldson Company Inc. Common Stock,United States,,NYSE,DCI
DCO,Ducommun Incorporated Common Stock,United States,,NYSE,DCO
DCP,DCP Midstream  LP Common Units ,United States,,NYSE,DCP
DCP^B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,United States,,NYSE,DCP.B
DCP^C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,United States,,NYSE,DCP.C
DCUE,Dominion Energy Inc. 2019 Series A Corporate Units,United States,2019,NYSE,DCUE
DD,DuPont de Nemours Inc. Common Stock,,2017,NYSE,DD
DDD,3D Systems Corporation Common Stock,United States,,NYSE,DDD
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,United States,1993,NYSE,DDF
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),,2021,NYSE,DDL
DDS,Dillard's Inc. Common Stock,United States,,NYSE,DDS
DDT,Dillard's Capital Trust I,United States,,NYSE,DDT
DE,Deere & Company Common Stock,United States,,NYSE,DE
DEA,Easterly Government Properties Inc. Common Stock,United States,2015,NYSE,DEA
DECK,Deckers Outdoor Corporation Common Stock,United States,1993,NYSE,DECK
DEH,D8 Holdings Corp. Class A Ordinary Shares,Hong Kong,2020,NYSE,DEH
DEI,Douglas Emmett Inc. Common Stock,United States,2006,NYSE,DEI
DELL,Dell Technologies Inc. Class C Common Stock ,,2018,NYSE,DELL
DEN,Denbury Inc. Common Stock,,2020,NYSE,DEN
DEO,Diageo plc Common Stock,United Kingdom,,NYSE,DEO
DESP,Despegar.com Corp. Ordinary Shares,,2017,NYSE,DESP
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,United States,2007,NYSE,DEX
DFIN,Donnelley Financial Solutions Inc. Common Stock ,,2016,NYSE,DFIN
DFNS,LGL Systems Acquisition Corp. Common Stock,United States,2020,NYSE,DFNS
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,,2013,NYSE,DFP
DFS,Discover Financial Services Common Stock,United States,,NYSE,DFS
DG,Dollar General Corporation Common Stock,United States,2009,NYSE,DG
DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares,United States,2020,NYSE,DGNR
DGX,Quest Diagnostics Incorporated Common Stock,United States,,NYSE,DGX
DHF,BNY Mellon High Yield Strategies Fund Common Stock,United States,1998,NYSE,DHF
DHI,D.R. Horton Inc. Common Stock,United States,,NYSE,DHI
DHR,Danaher Corporation Common Stock,United States,,NYSE,DHR
DHR^A,Danaher Corporation 4.75% Mandatory Convertible Preferred Stock Series A,United States,,NYSE,DHR.A
DHR^B,Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B,United States,,NYSE,DHR.B
DHT,DHT Holdings Inc.,Jersey,2005,NYSE,DHT
DHX,DHI Group Inc. Common Stock,United States,2007,NYSE,DHX
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,,2014,NYSE,DIAX
DIDI,DiDi Global Inc. American Depositary Shares (each four representing one Class A Ordinary Share),,2021,NYSE,DIDI
DIN,Dine Brands Global Inc. Common Stock,United States,,NYSE,DIN
DIS,Walt Disney Company (The) Common Stock,United States,,NYSE,DIS
DK,Delek US Holdings Inc. Common Stock,United States,2017,NYSE,DK
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,United States,2012,NYSE,DKL
DKS,Dick's Sporting Goods Inc Common Stock,United States,2002,NYSE,DKS
DLB,Dolby Laboratories Common Stock,United States,2005,NYSE,DLB
DLNG,Dynagas LNG Partners LP Common Units,Greece,,NYSE,DLNG
DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,Greece,,NYSE,DLNG.A
DLNG^B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni,Greece,,NYSE,DLNG.B
DLR,Digital Realty Trust Inc. Common Stock,United States,2004,NYSE,DLR
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,United States,,NYSE,DLR.J
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,United States,,NYSE,DLR.K
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,United States,,NYSE,DLR.L
DLX,Deluxe Corporation Common Stock,United States,,NYSE,DLX
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,,2020,NYSE,DLY
DM,Desktop Metal Inc. Class A Common Stock,,2019,NYSE,DM
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,,2013,NYSE,DMB
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,United States,2010,NYSE,DMO
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,United States,2018,NYSE,DMS
DMYI,dMY Technology Group Inc. III Class A Common Stock,United States,2021,NYSE,DMYI
DMYQ,dMY Technology Group Inc. IV Class A Common Stock,,2021,NYSE,DMYQ
DNB,Dun & Bradstreet Holdings Inc. Common Stock,United States,2020,NYSE,DNB
DNMR,Danimer Scientific Inc. Common Stock,,2020,NYSE,DNMR
DNOW,NOW Inc. Common Stock,,2014,NYSE,DNOW
DNP,DNP Select Income Fund Inc. Common Stock,United States,1987,NYSE,DNP
DNZ,D and Z Media Acquisition Corp. Class A Common Stock,,2021,NYSE,DNZ
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,United States,2013,NYSE,DOC
DOCN,DigitalOcean Holdings Inc. Common Stock,,2021,NYSE,DOCN
DOCS,Doximity Inc. Class A Common Stock,,2021,NYSE,DOCS
DOOR,Masonite International Corporation Ordinary Shares (Canada),Canada,,NYSE,DOOR
DOV,Dover Corporation Common Stock,United States,,NYSE,DOV
DOW,Dow Inc. Common Stock ,,2019,NYSE,DOW
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,United States,2011,NYSE,DPG
DPZ,Domino's Pizza Inc Common Stock,United States,2004,NYSE,DPZ
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,China,2010,NYSE,DQ
DRD,DRDGOLD Limited American Depositary Shares,South Africa,,NYSE,DRD
DRE,Duke Realty Corporation Common Stock,United States,,NYSE,DRE
DRH,Diamondrock Hospitality Company Common Stock,United States,2005,NYSE,DRH
DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,United States,,NYSE,DRH.A
DRI,Darden Restaurants Inc. Common Stock,United States,,NYSE,DRI
DRQ,Dril-Quip Inc. Common Stock,United States,1997,NYSE,DRQ
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,United States,2016,NYSE,DRUA
DS,Drive Shack Inc.,United States,,NYSE,DS
DS^B,Drive Shack Inc. Preferred Series B,United States,,NYSE,DS.B
DS^C,Drive Shack Inc. Preferred Series C,United States,,NYSE,DS.C
DS^D,Drive Shack Inc. Pfd Ser D,United States,,NYSE,DS.D
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,,2013,NYSE,DSL
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,United States,1989,NYSE,DSM
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,United States,1998,NYSE,DSU
DSX,Diana Shipping inc. common stock,Greece,2005,NYSE,DSX
DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),Greece,,NYSE,DSX.B
DT,Dynatrace Inc. Common Stock,United States,2019,NYSE,DT
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,United States,2020,NYSE,DTB
DTE,DTE Energy Company Common Stock,United States,,NYSE,DTE
DTF,DTF Tax-Free Income Inc. Common Stock,United States,1991,NYSE,DTF
DTLA^,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock,,,NYSE,DTLA.
DTM,DT Midstream Inc. Common Stock ,,2021,NYSE,DTM
DTP,DTE Energy Company 6.25% Corporate Units,United States,,NYSE,DTP
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,United States,2017,NYSE,DTW
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,United States,2016,NYSE,DTY
DUK,Duke Energy Corporation (Holding Company) Common Stock,United States,,NYSE,DUK
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,NYSE,DUK.A
