Symbol,Name,Country,IPO Year,Exchange,Cleaned Symbol
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,United States,2007,NYSE,JCE
JCI,Johnson Controls International plc Ordinary Share,Switzerland,,NYSE,JCI
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,United States,2017,NYSE,JCO
JDD,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest,United States,2003,NYSE,JDD
JEF,Jefferies Financial Group Inc. Common Stock,United States,,NYSE,JEF
JELD,JELD-WEN Holding Inc. Common Stock,United States,2017,NYSE,JELD
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,,2017,NYSE,JEMD
JEQ,Aberdeen Japan Equity Fund Inc.  Common Stock,United States,1992,NYSE,JEQ
JFR,Nuveen Floating Rate Income Fund Common Stock,United States,2004,NYSE,JFR
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,United States,2014,NYSE,JGH
JHAA,Nuveen Corporate Income 2023 Target Term Fund,,2018,NYSE,JHAA
JHB,Nuveen Corporate Income November 2021 Target Term Fund,,2016,NYSE,JHB
JHG,Janus Henderson Group plc Ordinary Shares,,2017,NYSE,JHG
JHI,John Hancock Investors Trust Common Stock,United States,,NYSE,JHI
JHS,John Hancock Income Securities Trust Common Stock,United States,,NYSE,JHS
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Ireland,,NYSE,JHX
JILL,J. Jill Inc. Common Stock,,2017,NYSE,JILL
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),China,2010,NYSE,JKS
JLL,Jones Lang LaSalle Incorporated Common Stock,United States,,NYSE,JLL
JLS,Nuveen Mortgage and Income Fund,United States,2009,NYSE,JLS
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,,2019,NYSE,JMIA
JMM,Nuveen Multi-Market Income Fund (MA),United States,,NYSE,JMM
JMP,JMP Group LLC Common Shares,United States,2007,NYSE,JMP
JNJ,Johnson & Johnson Common Stock,United States,,NYSE,JNJ
JNPR,Juniper Networks Inc. Common Stock,United States,1999,NYSE,JNPR
JOE,St. Joe Company (The) Common Stock,United States,,NYSE,JOE
JOF,Japan Smaller Capitalization Fund Inc Common Stock,United States,1990,NYSE,JOF
JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares,,2015,NYSE,JP
JPC,Nuveen Preferred & Income Opportunities Fund,United States,2003,NYSE,JPC
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,,2012,NYSE,JPI
JPM,JP Morgan Chase & Co. Common Stock,United States,,NYSE,JPM
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,United States,,NYSE,JPM.C
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,United States,,NYSE,JPM.D
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,United States,,NYSE,JPM.J
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,United States,,NYSE,JPM.K
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,United States,,NYSE,JPM.L
JPS,Nuveen Preferred & Income Securities Fund,United States,2002,NYSE,JPS
JPT,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest,United States,2017,NYSE,JPT
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,United States,2003,NYSE,JQC
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,United States,2012,NYSE,JRI
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,United States,2004,NYSE,JRO
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,United States,2001,NYSE,JRS
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,United States,2011,NYSE,JSD
JT,Jianpu Technology Inc. American depositary shares,,2017,NYSE,JT
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest,United States,2004,NYSE,JTA
JTD,Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest,United States,,NYSE,JTD
JW/A,John Wiley & Sons Inc.,United States,,NYSE,JW/A
JW/B,John Wiley & Sons Inc.,United States,,NYSE,JW/B
JWN,Nordstrom Inc. Common Stock,United States,,NYSE,JWN
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,,2021,NYSE,JWSM
K,Kellogg Company Common Stock,United States,,NYSE,K
KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock,,2021,NYSE,KAHC
KAI,Kadant Inc Common Stock,United States,,NYSE,KAI
KAMN,Kaman Corporation Common Stock,United States,,NYSE,KAMN
KAR,KAR Auction Services Inc Common Stock,United States,2009,NYSE,KAR
KB,KB Financial Group Inc,South Korea,,NYSE,KB
KBH,KB Home Common Stock,United States,1986,NYSE,KBH
KBR,KBR Inc. Common Stock,United States,2006,NYSE,KBR
KCAC,Kensington Capital Acquisition Corp. II Class A Common Stock,,2021,NYSE,KCAC
KEN,Kenon Holdings Ltd. Ordinary Shares,Singapore,2015,NYSE,KEN
KEP,Korea Electric Power Corporation Common Stock,South Korea,1994,NYSE,KEP
KEX,Kirby Corporation Common Stock,United States,,NYSE,KEX
KEY,KeyCorp Common Stock,United States,,NYSE,KEY
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,United States,,NYSE,KEY.I
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,United States,,NYSE,KEY.J
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,United States,,NYSE,KEY.K
KEYS,Keysight Technologies Inc. Common Stock,United States,2014,NYSE,KEYS
KF,Korea Fund Inc. (The) New Common Stock,United States,,NYSE,KF
KFS,Kingsway Financial Services Inc. Common Stock (DE),Canada,,NYSE,KFS
KFY,Korn Ferry Common Stock,United States,1999,NYSE,KFY
KGC,Kinross Gold Corporation Common Stock,Canada,,NYSE,KGC
KIM,Kimco Realty Corporation Common Stock,United States,,NYSE,KIM
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,United States,,NYSE,KIM.L
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,United States,,NYSE,KIM.M
KIO,KKR Income Opportunities Fund Common Shares,,2013,NYSE,KIO
KKR,KKR & Co. Inc. Common Stock,United States,,NYSE,KKR
KKR^B,KKR & Co. Inc. 6.50% Series B Preferred Stock,United States,,NYSE,KKR.B
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,United States,,NYSE,KKR.C
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,,2021,NYSE,KKRS
KL,Kirkland Lake Gold Ltd. Common Shares,,,NYSE,KL
KMB,Kimberly-Clark Corporation Common Stock,United States,,NYSE,KMB
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,,2010,NYSE,KMF
KMI,Kinder Morgan Inc. Common Stock,United States,2011,NYSE,KMI
KMPR,Kemper Corporation,United States,,NYSE,KMPR
KMT,Kennametal Inc. Common Stock,United States,,NYSE,KMT
KMX,CarMax Inc,United States,,NYSE,KMX
KN,Knowles Corporation Common Stock,,2014,NYSE,KN
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,United Kingdom,2013,NYSE,KNOP
KNX,Knight-Swift Transportation Holdings Inc.,United States,2017,NYSE,KNX
KO,Coca-Cola Company (The) Common Stock,United States,,NYSE,KO
KODK,Eastman Kodak Company Common New,United States,,NYSE,KODK
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Mexico,1993,NYSE,KOF
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,United States,2006,NYSE,KOP
KOS,Kosmos Energy Ltd. Common Shares (DE),Bermuda,2011,NYSE,KOS
KR,Kroger Company (The) Common Stock,United States,,NYSE,KR
KRA,Kraton Corporation Common Stock,United States,2009,NYSE,KRA
KRC,Kilroy Realty Corporation Common Stock,United States,1997,NYSE,KRC
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,2017,NYSE,KREF
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,United States,,NYSE,KREF.A
KRG,Kite Realty Group Trust Common Stock,United States,2004,NYSE,KRG
KRO,Kronos Worldwide Inc Common Stock,United States,,NYSE,KRO
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,2017,NYSE,KRP
KSM,DWS Strategic Municipal Income Trust,United States,1989,NYSE,KSM
KSS,Kohl's Corporation Common Stock,United States,1992,NYSE,KSS
KSU,Kansas City Southern Common Stock,United States,,NYSE,KSU
KSU^,Kansas City Southern Preferred Stock,United States,,NYSE,KSU.
KT,KT Corporation Common Stock,South Korea,,NYSE,KT
KTB,Kontoor Brands Inc. Common Stock ,,2019,NYSE,KTB
KTF,DWS Municipal Income Trust,United States,1988,NYSE,KTF
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,United States,,NYSE,KTH
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),United States,,NYSE,KTN
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,,2021,NYSE,KUKE
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,,NYSE,KW
KWAC,Kingswood Acquisition Corp. Class A Common Stock,,2021,NYSE,KWAC
KWR,Quaker Chemical Corporation Common Stock,United States,,NYSE,KWR
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,2004,NYSE,KYN
L,Loews Corporation Common Stock,United States,,NYSE,L
LAC,Lithium Americas Corp. Common Shares,Canada,,NYSE,LAC
LAD,Lithia Motors Inc. Common Stock,United States,,NYSE,LAD
LADR,Ladder Capital Corp Class A Common Stock,,2014,NYSE,LADR
LAIX,LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share,,2018,NYSE,LAIX
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,Bermuda,2005,NYSE,LAZ
LB,L Brands Inc.,United States,,NYSE,LB
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,United States,2018,NYSE,LBRT
LC,LendingClub Corporation Common Stock,United States,2014,NYSE,LC
LCI,Lannett Co Inc Common Stock,United States,,NYSE,LCI
LCII,LCI Industries,United States,,NYSE,LCII
LDI,loanDepot Inc. Class A Common Stock,,2021,NYSE,LDI
LDL,Lydall Inc. Common Stock,United States,,NYSE,LDL
LDOS,Leidos Holdings Inc. Common Stock,United States,,NYSE,LDOS
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,2012,NYSE,LDP
LEA,Lear Corporation Common Stock,United States,,NYSE,LEA
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,United States,2020,NYSE,LEAP
LEG,Leggett & Platt Incorporated Common Stock,United States,,NYSE,LEG
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,,2014,NYSE,LEJU
LEN,Lennar Corporation Class A Common Stock,United States,,NYSE,LEN
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,1987,NYSE,LEO
LEV,The Lion Electric Company Common Shares,,2021,NYSE,LEV
LEVI,Levi Strauss & Co Class A Common Stock,United States,2019,NYSE,LEVI
LFC,China Life Insurance Company Limited American Depositary Shares,China,2003,NYSE,LFC
LFT,Lument Finance Trust Inc. Common Stock,United States,2013,NYSE,LFT
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,United States,,NYSE,LFT.A
LGI,Lazard Global Total Return and Income Fund Common Stock,United States,2004,NYSE,LGI
LGV,Longview Acquisition Corp. II Class A Common Stock,,2021,NYSE,LGV
LH,Laboratory Corporation of America Holdings Common Stock,United States,,NYSE,LH
LHC,Leo Holdings Corp. II Class A Ordinary Shares,,2021,NYSE,LHC
LHX,L3Harris Technologies Inc. Common Stock,United States,,NYSE,LHX
LII,Lennox International Inc. Common Stock,United States,1999,NYSE,LII
LIII,Leo Holdings III Corp. Class A Ordinary Shares,,2021,NYSE,LIII
LIN,Linde plc Ordinary Share,,2018,NYSE,LIN
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,China,2013,NYSE,LITB
LL,Lumber Liquidators Holdings Inc Common Stock,United States,2007,NYSE,LL
LLY,Eli Lilly and Company Common Stock,United States,,NYSE,LLY
LMND,Lemonade Inc. Common Stock,United States,2020,NYSE,LMND
LMT,Lockheed Martin Corporation Common Stock,United States,,NYSE,LMT
LNC,Lincoln National Corporation Common Stock,United States,,NYSE,LNC
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,,NYSE,LND
LNFA,L&amp,214978125,United States,NYSE,LNFA
LNN,Lindsay Corporation Common Stock,United States,,NYSE,LNN
LOKB,Live Oak Acquisition Corp. II Class A Common Stock,,2021,NYSE,LOKB
LOKM,Live Oak Mobility Acquisition Corp. Class A Common Stock,,2021,NYSE,LOKM
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,2017,NYSE,LOMA
LOW,Lowe's Companies Inc. Common Stock,United States,,NYSE,LOW
LPG,Dorian LPG Ltd. Common Stock,,2014,NYSE,LPG
LPI,Laredo Petroleum Inc. Common Stock,United States,2011,NYSE,LPI
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,2004,NYSE,LPL
LPX,Louisiana-Pacific Corporation Common Stock,United States,,NYSE,LPX
LRN,Stride Inc. Common Stock,United States,,NYSE,LRN
LSI,Life Storage Inc. Common Stock,United States,,NYSE,LSI
LSPD,Lightspeed POS Inc. Subordinate Voting Shares,,,NYSE,LSPD
LTC,LTC Properties Inc. Common Stock,United States,,NYSE,LTC
LTHM,Livent Corporation Common Stock,United States,2018,NYSE,LTHM
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,China,2020,NYSE,LU
LUB,Luby's Inc. Common Stock,United States,,NYSE,LUB
LUMN,Lumen Technologies Inc. Common Stock,United States,,NYSE,LUMN
LUV,Southwest Airlines Company Common Stock,United States,,NYSE,LUV
LVS,Las Vegas Sands Corp. Common Stock,United States,2004,NYSE,LVS
LW,Lamb Weston Holdings Inc. Common Stock ,,2016,NYSE,LW
LXP,Lexington Realty Trust Common Stock,United States,,NYSE,LXP
LXP^C,Lexington Realty Trust  Preferred Conv. Series C,United States,,NYSE,LXP.C
LXU,LSB Industries Inc. Common Stock,United States,,NYSE,LXU
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,,NYSE,LYB
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,,NYSE,LYG
LYV,Live Nation Entertainment Inc. Common Stock,United States,,NYSE,LYV
LZB,La-Z-Boy Incorporated Common Stock,United States,,NYSE,LZB
M,Macy's Inc Common Stock,United States,,NYSE,M
MA,Mastercard Incorporated Common Stock,United States,2006,NYSE,MA
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,1994,NYSE,MAA
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,United States,,NYSE,MAA.I
MAC,Macerich Company (The) Common Stock,United States,1994,NYSE,MAC
MACC,Mission Advancement Corp. Class A Common Stock,,2021,NYSE,MACC
MAIN,Main Street Capital Corporation Common Stock,United States,2007,NYSE,MAIN
MAN,ManpowerGroup Common Stock,United States,,NYSE,MAN
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,2012,NYSE,MANU
MAS,Masco Corporation Common Stock,United States,,NYSE,MAS
MATX,Matson Inc. Common Stock,United States,,NYSE,MATX
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States,,NYSE,MAV
MAX,MediaAlpha Inc. Class A Common Stock,,2020,NYSE,MAX
MAXR,Maxar Technologies Inc.,,,NYSE,MAXR
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock,,2021,NYSE,MBAC
MBI,MBIA Inc. Common Stock,United States,1987,NYSE,MBI
MBT,Mobile TeleSystems PJSC,Russia,,NYSE,MBT
MC,Moelis & Company Class A Common Stock,,2014,NYSE,MC
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,United States,1992,NYSE,MCA
MCB,Metropolitan Bank Holding Corp. Common Stock,,2017,NYSE,MCB
MCD,McDonald's Corporation Common Stock,United States,,NYSE,MCD
MCG,Membership Collective Group Inc. Class A Common Stock,,2021,NYSE,MCG
MCI,Barings Corporate Investors Common Stock,United States,,NYSE,MCI
MCK,McKesson Corporation Common Stock,United States,,NYSE,MCK
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,United States,2004,NYSE,MCN
MCO,Moody's Corporation Common Stock,United States,,NYSE,MCO
MCR,MFS Charter Income Trust Common Stock,United States,1989,NYSE,MCR
MCS,Marcus Corporation (The) Common Stock,United States,,NYSE,MCS
MCW,Mister Car Wash Inc. Common Stock,,2021,NYSE,MCW
MCY,Mercury General Corporation Common Stock,United States,,NYSE,MCY
MD,Mednax Inc. Common Stock,United States,,NYSE,MD
MDC,M.D.C. Holdings Inc. Common Stock,United States,,NYSE,MDC
MDH,MDH Acquisition Corp. Class A Common Stock,,2004,NYSE,MDH
MDLA,Medallia Inc. Common Stock,United States,2019,NYSE,MDLA
MDP,Meredith Corporation Common Stock,United States,,NYSE,MDP
MDT,Medtronic plc. Ordinary Shares,United States,,NYSE,MDT
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States,,NYSE,MDU
MEC,Mayville Engineering Company Inc. Common Stock,,2019,NYSE,MEC
MED,MEDIFAST INC Common Stock,United States,,NYSE,MED
MEG,Montrose Environmental Group Inc. Common Stock,United States,2020,NYSE,MEG
MEI,Methode Electronics Inc. Common Stock,United States,,NYSE,MEI
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,United States,,NYSE,MER.K
MET,MetLife Inc. Common Stock,United States,2000,NYSE,MET
MET^A,MetLife Inc. Preferred Series A Floating Rate,United States,,NYSE,MET.A
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,United States,,NYSE,MET.E
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,United States,,NYSE,MET.F
MFA,MFA Financial Inc.,United States,,NYSE,MFA
MFA^B,MFA Financial Inc. Preferred Series B,United States,,NYSE,MFA.B
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,NYSE,MFA.C
MFC,Manulife Financial Corporation Common Stock,Canada,,NYSE,MFC
MFD,Macquarie First Trust Global Common Stock,United States,2004,NYSE,MFD
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan,,NYSE,MFG
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,,2017,NYSE,MFGP
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,United States,1997,NYSE,MFL
MFM,MFS Municipal Income Trust Common Stock,United States,1986,NYSE,MFM
MFV,MFS Special Value Trust Common Stock,United States,,NYSE,MFV
MG,Mistras Group Inc Common Stock,United States,2009,NYSE,MG
MGA,Magna International Inc. Common Stock,Canada,,NYSE,MGA
MGF,MFS Government Markets Income Trust Common Stock,United States,1987,NYSE,MGF
MGM,MGM Resorts International Common Stock,United States,,NYSE,MGM
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,United States,2016,NYSE,MGP
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States,2019,NYSE,MGR
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States,2020,NYSE,MGRB
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,United States,2005,NYSE,MGU
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States,2017,NYSE,MGY
MH^A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),Bermuda,,NYSE,MH.A
MH^C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,Bermuda,,NYSE,MH.C
MH^D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,Bermuda,,NYSE,MH.D
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States,1997,NYSE,MHD
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States,1988,NYSE,MHF
MHI,Pioneer Municipal High Income Fund Inc.,United States,2003,NYSE,MHI
MHK,Mohawk Industries Inc. Common Stock,United States,,NYSE,MHK
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda,2016,NYSE,MHLA
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States,1997,NYSE,MHN
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda,2013,NYSE,MHNC
MHO,M/I Homes Inc. Common Stock,United States,1993,NYSE,MHO
MIC,Macquarie Infrastructure Corporation Common Stock,United States,2004,NYSE,MIC
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc. Common Stock,,2013,NYSE,MIE
MIN,MFS Intermediate Income Trust Common Stock,United States,1988,NYSE,MIN
MIT,Mason Industrial Technology Inc. Class A Common Stock,,2021,NYSE,MIT
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States,2011,NYSE,MITT
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,United States,,NYSE,MITT.A
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,United States,,NYSE,MITT.B
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,,NYSE,MITT.C
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,South Africa,2013,NYSE,MIXT
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,1992,NYSE,MIY
MKC,McCormick & Company Incorporated Common Stock,United States,,NYSE,MKC
MKFG,Markforged Holding Corporation Common Stock,United States,2020,NYSE,MKFG
MKL,Markel Corporation Common Stock,United States,1986,NYSE,MKL
MLI,Mueller Industries Inc. Common Stock,United States,,NYSE,MLI
MLM,Martin Marietta Materials Inc. Common Stock,United States,1994,NYSE,MLM
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States,,NYSE,MLP
MLR,Miller Industries Inc. Common Stock,United States,,NYSE,MLR
MMC,Marsh & McLennan Companies Inc. Common Stock,United States,,NYSE,MMC
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States,2012,NYSE,MMD
MMI,Marcus & Millichap Inc. Common Stock,,2013,NYSE,MMI
MMM,3M Company Common Stock,United States,,NYSE,MMM
MMP,Magellan Midstream Partners L.P. Limited Partnership,United States,,NYSE,MMP
MMS,Maximus Inc. Common Stock,United States,1997,NYSE,MMS
MMT,MFS Multimarket Income Trust Common Stock,United States,1987,NYSE,MMT
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,1992,NYSE,MMU
MN,Manning & Napier Inc. Class A Common Stock,United States,2011,NYSE,MN
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,United States,1993,NYSE,MNP
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,United States,,NYSE,MNR
MNR^C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,United States,,NYSE,MNR.C
MNRL,Brigham Minerals Inc. Class A Common Stock,,2019,NYSE,MNRL
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,China,2020,NYSE,MNSO
MO,Altria Group Inc.,United States,,NYSE,MO
MOD,Modine Manufacturing Company Common Stock,United States,,NYSE,MOD
MODN,Model N Inc. Common Stock,United States,2013,NYSE,MODN
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),,2018,NYSE,MOGU
MOH,Molina Healthcare Inc Common Stock,United States,2003,NYSE,MOH
MOS,Mosaic Company (The) Common Stock,United States,,NYSE,MOS
MOTV,Motive Capital Corp Class A Ordinary Shares,,2021,NYSE,MOTV
MOV,Movado Group Inc. Common Stock,United States,,NYSE,MOV
MP,MP Materials Corp. Common Stock,,2020,NYSE,MP
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States,1992,NYSE,MPA
MPC,Marathon Petroleum Corporation Common Stock,United States,,NYSE,MPC
MPLN,MultiPlan Corporation Class A Common Stock,,2020,NYSE,MPLN
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,2012,NYSE,MPLX
MPV,Barings Participation Investors Common Stock,United States,1988,NYSE,MPV
MPW,Medical Properties Trust Inc. common stock,United States,2005,NYSE,MPW
MPX,Marine Products Corporation Common Stock,United States,,NYSE,MPX
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States,1992,NYSE,MQT
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,1992,NYSE,MQY
MRC,MRC Global Inc. Common Stock,United States,2012,NYSE,MRC
MRK,Merck & Company Inc. Common Stock (new),United States,,NYSE,MRK
MRO,Marathon Oil Corporation Common Stock,United States,,NYSE,MRO
MS,Morgan Stanley Common Stock,United States,,NYSE,MS
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,United States,,NYSE,MS.A
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,United States,,NYSE,MS.E
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,United States,,NYSE,MS.F
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),United States,,NYSE,MS.I
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,United States,,NYSE,MS.K
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,United States,,NYSE,MS.L
MSA,MSA Safety Incorporated Common Stock,United States,,NYSE,MSA
MSB,Mesabi Trust Common Stock,United States,,NYSE,MSB
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,,2018,NYSE,MSC
MSCI,MSCI Inc Common Stock,United States,,NYSE,MSCI
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States,1993,NYSE,MSD
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock ,,2020,NYSE,MSGE
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,2015,NYSE,MSGS
MSI,Motorola Solutions Inc. Common Stock,United States,,NYSE,MSI
MSM,MSC Industrial Direct Company Inc. Common Stock,United States,1995,NYSE,MSM
MSP,Datto Holding Corp. Common Stock,United States,2020,NYSE,MSP
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg,,NYSE,MT
