Symbol,Name,Country,IPO Year,Exchange,Cleaned Symbol
IDXX,IDEXX Laboratories Inc. Common Stock,United States,1991,NASDAQ,IDXX
IDYA,IDEAYA Biosciences Inc. Common Stock,United States,2019,NASDAQ,IDYA
IEA,Infrastructure and Energy Alternatives Inc. Common Stock,United States,2016,NASDAQ,IEA
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant,United States,2016,NASDAQ,IEAWW
IEC,IEC Electronics Corp. Common Stock,United States,,NASDAQ,IEC
IEP,Icahn Enterprises L.P. Common Stock,United States,,NASDAQ,IEP
IESC,IES Holdings Inc. Common Stock,United States,,NASDAQ,IESC
IFBD,Infobird Co. Ltd Ordinary Shares,China,2021,NASDAQ,IFBD
IFMK,iFresh Inc. Common Stock,United States,,NASDAQ,IFMK
IFRX,InflaRx N.V. Common Stock,Germany,2017,NASDAQ,IFRX
IGAC,IG Acquisition Corp. Class A Common Stock,United States,2020,NASDAQ,IGAC
IGACU,IG Acquisition Corp. Unit,United States,2020,NASDAQ,IGACU
IGACW,IG Acquisition Corp. Warrant,United States,2020,NASDAQ,IGACW
IGIC,International General Insurance Holdings Ltd. Ordinary Share,Jordan,2018,NASDAQ,IGIC
IGMS,IGM Biosciences Inc. Common Stock,United States,2019,NASDAQ,IGMS
IGNY,Ignyte Acquisition Corp. Common Stock,United States,2021,NASDAQ,IGNY
IGNYU,Ignyte Acquisition Corp. Unit,United States,2021,NASDAQ,IGNYU
IGNYW,Ignyte Acquisition Corp. Warrant,United States,2021,NASDAQ,IGNYW
IHRT,iHeartMedia Inc. Class A Common Stock,United States,,NASDAQ,IHRT
III,Information Services Group Inc. Information Services Group Inc. Common Stock,United States,,NASDAQ,III
IIII,INSU Acquisition Corp. III Class A Common Stock,United States,2021,NASDAQ,IIII
IIIIU,INSU Acquisition Corp. III Unit,United States,2020,NASDAQ,IIIIU
IIIIW,INSU Acquisition Corp. III Warrant,United States,2021,NASDAQ,IIIIW
IIIV,i3 Verticals Inc. Class A Common Stock,United States,2018,NASDAQ,IIIV
IIN,Intricon Corporation Common Stock,United States,,NASDAQ,IIN
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,Israel,2021,NASDAQ,IINN
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,Israel,2021,NASDAQ,IINNW
IIVI,II-VI Incorporated Common Stock,United States,1987,NASDAQ,IIVI
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,United States,,NASDAQ,IIVIP
IKNA,Ikena Oncology Inc. Common Stock,United States,2021,NASDAQ,IKNA
IKNX,Ikonics Corporation,United States,,NASDAQ,IKNX
IKT,Inhibikase Therapeutics Inc. Common Stock,United States,2020,NASDAQ,IKT
ILMN,Illumina Inc. Common Stock,United States,2000,NASDAQ,ILMN
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,United States,2018,NASDAQ,ILPT
IMAB,I-MAB American Depositary Shares,China,2020,NASDAQ,IMAB
IMAC,IMAC Holdings Inc. Common Stock,United States,2019,NASDAQ,IMAC
IMACW,IMAC Holdings Inc. Warrant,United States,2019,NASDAQ,IMACW
IMBI,iMedia Brands Inc. Class A Common Stock,United States,,NASDAQ,IMBI
IMCC,IM Cannabis Corp. Common Shares,Canada,,NASDAQ,IMCC
IMCR,Immunocore Holdings plc American Depositary Shares,United Kingdom,2021,NASDAQ,IMCR
IMGN,ImmunoGen Inc. Common Stock,United States,1989,NASDAQ,IMGN
IMGO,Imago BioSciences Inc. Common stock,United States,2021,NASDAQ,IMGO
IMKTA,Ingles Markets Incorporated Class A Common Stock,United States,1987,NASDAQ,IMKTA
IMMP,Immutep Limited American Depositary Shares,Australia,,NASDAQ,IMMP
IMMR,Immersion Corporation Common Stock,United States,1999,NASDAQ,IMMR
IMNM,Immunome Inc. Common Stock,United States,2020,NASDAQ,IMNM
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,Taiwan,,NASDAQ,IMOS
IMPL,Impel NeuroPharma Inc. Common Stock,United States,2021,NASDAQ,IMPL
IMRA,IMARA Inc. Common Stock,United States,2020,NASDAQ,IMRA
IMTE,Integrated Media Technology Limited Ordinary Shares,Australia,,NASDAQ,IMTE
IMTX,Immatics N.V. Ordinary Shares,Germany,,NASDAQ,IMTX
IMTXW,Immatics N.V. Warrants,Germany,,NASDAQ,IMTXW
IMUX,Immunic Inc. Common Stock,United States,2014,NASDAQ,IMUX
IMV,IMV Inc. Common Shares,Canada,,NASDAQ,IMV
IMVT,Immunovant Inc. Common Stock,United States,2019,NASDAQ,IMVT
IMXI,International Money Express Inc. Common Stock,United States,2017,NASDAQ,IMXI
INBK,First Internet Bancorp Common Stock,United States,,NASDAQ,INBK
INBKL,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026,United States,,NASDAQ,INBKL
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,United States,,NASDAQ,INBKZ
INBX,Inhibrx Inc. Common Stock,United States,2020,NASDAQ,INBX
INCY,Incyte Corp. Common Stock,United States,,NASDAQ,INCY
INDB,Independent Bank Corp. Common Stock,United States,,NASDAQ,INDB
INDI,indie Semiconductor Inc. Class A Common Stock,United States,,NASDAQ,INDI
INDIW,indie Semiconductor Inc. Warrant,United States,,NASDAQ,INDIW
INDT,INDUS Realty Trust Inc. (MD) Common Stock,United States,,NASDAQ,INDT
INFI,Infinity Pharmaceuticals Inc. Common Stock,United States,,NASDAQ,INFI
INFN,Infinera Corporation Common Stock,United States,2007,NASDAQ,INFN
INGN,Inogen Inc Common Stock,United States,2014,NASDAQ,INGN
INKA,KludeIn I Acquisition Corp. Class A Common Stock,United States,2021,NASDAQ,INKA
INKAU,KludeIn I Acquisition Corp. Unit,United States,2021,NASDAQ,INKAU
INKAW,KludeIn I Acquisition Corp. Warrant,United States,2021,NASDAQ,INKAW
INM,InMed Pharmaceuticals Inc. Common Shares,Canada,,NASDAQ,INM
INMB,INmune Bio Inc. Common stock,United States,2019,NASDAQ,INMB
INMD,InMode Ltd. Ordinary Shares,Israel,2019,NASDAQ,INMD
INNV,InnovAge Holding Corp. Common Stock,United States,2021,NASDAQ,INNV
INO,Inovio Pharmaceuticals Inc. Common Stock,United States,,NASDAQ,INO
INOD,Innodata Inc. Common Stock,United States,1993,NASDAQ,INOD
INOV,Inovalon Holdings Inc. Class A Common Stock,United States,2015,NASDAQ,INOV
INPX,Inpixon Common Stock,United States,2014,NASDAQ,INPX
INSE,Inspired Entertainment Inc. Common Stock,United States,2014,NASDAQ,INSE
INSG,Inseego Corp. Common Stock,United States,,NASDAQ,INSG
INSM,Insmed Inc. Common Stock,United States,,NASDAQ,INSM
INTA,Intapp Inc. Common Stock,United States,2021,NASDAQ,INTA
INTC,Intel Corporation Common Stock,United States,,NASDAQ,INTC
INTG,Intergroup Corporation (The) Common Stock,United States,,NASDAQ,INTG
INTU,Intuit Inc. Common Stock,United States,1993,NASDAQ,INTU
INTZ,Intrusion Inc. Common Stock,United States,,NASDAQ,INTZ
INVA,Innoviva Inc. Common Stock,United States,,NASDAQ,INVA
INVE,Identiv Inc. Common Stock,United States,,NASDAQ,INVE
INVO,INVO BioScience Inc. Common Stock,United States,,NASDAQ,INVO
INVZ,Innoviz Technologies Ltd. Ordinary shares,Israel,,NASDAQ,INVZ
INVZW,Innoviz Technologies Ltd. Warrant,Israel,,NASDAQ,INVZW
INZY,Inozyme Pharma Inc. Common Stock,United States,2020,NASDAQ,INZY
IONS,Ionis Pharmaceuticals Inc. Common Stock,United States,,NASDAQ,IONS
IOSP,Innospec Inc. Common Stock,United States,,NASDAQ,IOSP
IOVA,Iovance Biotherapeutics Inc. Common Stock,United States,,NASDAQ,IOVA
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,Canada,,NASDAQ,IPA
IPAR,Inter Parfums Inc. Common Stock,United States,,NASDAQ,IPAR
IPDN,Professional Diversity Network Inc. Common Stock,United States,2013,NASDAQ,IPDN
IPGP,IPG Photonics Corporation Common Stock,United States,2006,NASDAQ,IPGP
IPHA,Innate Pharma S.A. ADS,France,2019,NASDAQ,IPHA
IPLDP,Interstate Power & Light Company Perp Prd Ser D,United States,,NASDAQ,IPLDP
IPSC,Century Therapeutics Inc. Common Stock,United States,2021,NASDAQ,IPSC
IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock,United States,2021,NASDAQ,IPVI
IPVIU,InterPrivate IV InfraTech Partners Inc. Units,United States,2021,NASDAQ,IPVIU
IPW,iPower Inc. Common Stock,United States,2021,NASDAQ,IPW
IPWR,Ideal Power Inc. Common Stock,United States,2013,NASDAQ,IPWR
IQ,iQIYI Inc. American Depositary Shares,China,2018,NASDAQ,IQ
IRBT,iRobot Corporation Common Stock,United States,2005,NASDAQ,IRBT
IRCP,IRSA Propiedades Comerciales S.A. American Depositary Shares,Argentina,,NASDAQ,IRCP
IRDM,Iridium Communications Inc Common Stock,United States,,NASDAQ,IRDM
IRIX,IRIDEX Corporation Common Stock,United States,1996,NASDAQ,IRIX
IRMD,iRadimed Corporation Common Stock,United States,2014,NASDAQ,IRMD
IROQ,IF Bancorp Inc. Common Stock,United States,2011,NASDAQ,IROQ
IRTC,iRhythm Technologies Inc. Common Stock,United States,2016,NASDAQ,IRTC
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,United States,2010,NASDAQ,IRWD
ISAA,Iron Spark I Inc. Class A Common Stock,United States,2021,NASDAQ,ISAA
ISBC,Investors Bancorp Inc. Common Stock,United States,,NASDAQ,ISBC
ISEE,IVERIC bio Inc. Common Stock,United States,2013,NASDAQ,ISEE
ISIG,Insignia Systems Inc. Common Stock,United States,1991,NASDAQ,ISIG
ISLE,Isleworth Healthcare Acquisition Corporation Common stock,United States,2021,NASDAQ,ISLE
ISLEW,Isleworth Healthcare Acquisition Corporation Warrant,United States,2021,NASDAQ,ISLEW
ISNS,Image Sensing Systems Inc. Common Stock,United States,1995,NASDAQ,ISNS
ISPC,iSpecimen Inc. Common Stock,United States,2021,NASDAQ,ISPC
ISRG,Intuitive Surgical Inc. Common Stock,United States,2000,NASDAQ,ISRG
ISSC,Innovative Solutions and Support Inc. Common Stock,United States,2000,NASDAQ,ISSC
ISTR,Investar Holding Corporation Common Stock,United States,2014,NASDAQ,ISTR
ISUN,iSun Inc. Common Stock,United States,2016,NASDAQ,ISUN
ITAC,Industrial Tech Acquisitions Inc. Class A common stock,United States,2020,NASDAQ,ITAC
ITACU,Industrial Tech Acquisitions Inc. Unit,United States,2020,NASDAQ,ITACU
ITACW,Industrial Tech Acquisitions Inc. Warrant,United States,2020,NASDAQ,ITACW
ITCI,Intra-Cellular Therapies Inc. Common Stock,United States,,NASDAQ,ITCI
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares,United States,2021,NASDAQ,ITHX
ITHXU,ITHAX Acquisition Corp. Unit,United States,2021,NASDAQ,ITHXU
ITHXW,ITHAX Acquisition Corp. Warrant,United States,2021,NASDAQ,ITHXW
ITI,Iteris Inc. Common Stock,United States,,NASDAQ,ITI
ITIC,Investors Title Company Common Stock,United States,,NASDAQ,ITIC
ITMR,Itamar Medical Ltd. American Depository Shares,Israel,,NASDAQ,ITMR
ITOS,iTeos Therapeutics Inc. Common Stock,United States,2020,NASDAQ,ITOS
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,United States,2021,NASDAQ,ITQ
ITQRU,Itiquira Acquisition Corp. Unit,United States,2021,NASDAQ,ITQRU
ITQRW,Itiquira Acquisition Corp. Warrant,United States,2021,NASDAQ,ITQRW
ITRI,Itron Inc. Common Stock,United States,1993,NASDAQ,ITRI
ITRM,Iterum Therapeutics plc Ordinary Share,Ireland,2018,NASDAQ,ITRM
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Israel,2005,NASDAQ,ITRN
IVA,Inventiva S.A. American Depository Shares,France,2020,NASDAQ,IVA
IVAC,Intevac Inc. Common Stock,United States,1995,NASDAQ,IVAC
IZEA,IZEA Worldwide Inc. Common Stock,United States,,NASDAQ,IZEA
JACK,Jack In The Box Inc. Common Stock,United States,,NASDAQ,JACK
JAGX,Jaguar Health Inc. Common Stock,United States,2015,NASDAQ,JAGX
JAKK,JAKKS Pacific Inc. Common Stock,United States,1996,NASDAQ,JAKK
JAMF,Jamf Holding Corp. Common Stock,United States,2020,NASDAQ,JAMF
JAN,JanOne Inc. Common Stock (NV),United States,,NASDAQ,JAN
JANX,Janux Therapeutics Inc. Common Stock,United States,2021,NASDAQ,JANX
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Ireland,2007,NASDAQ,JAZZ
JBHT,J.B. Hunt Transport Services Inc. Common Stock,United States,,NASDAQ,JBHT
JBLU,JetBlue Airways Corporation Common Stock,United States,2002,NASDAQ,JBLU
JBSS,John B. Sanfilippo & Son Inc. Common Stock,United States,1991,NASDAQ,JBSS
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,United States,2021,NASDAQ,JCIC
JCICU,Jack Creek Investment Corp. Units,United States,2021,NASDAQ,JCICU
JCICW,Jack Creek Investment Corp. Warrants,United States,2021,NASDAQ,JCICW
JCOM,j2 Global Inc. Common Stock,United States,1999,NASDAQ,JCOM
JCS,Communications Systems Inc. Common Stock,United States,,NASDAQ,JCS
JCTCF,Jewett-Cameron Trading Company Common Shares,United States,,NASDAQ,JCTCF
JD,JD.com Inc. American Depositary Shares,China,2014,NASDAQ,JD
JFIN,Jiayin Group Inc. American Depositary Shares,China,2019,NASDAQ,JFIN
JFU,9F Inc. American Depositary Shares,China,2019,NASDAQ,JFU
JG,Aurora Mobile Limited American Depositary Shares,China,2018,NASDAQ,JG
JJSF,J & J Snack Foods Corp. Common Stock,United States,1986,NASDAQ,JJSF
JKHY,Jack Henry & Associates Inc. Common Stock,United States,1985,NASDAQ,JKHY
JMPNL,JMP Group LLC 7.25% Senior Notes due 2027,United States,,NASDAQ,JMPNL
JMPNZ,JMP Group LLC 6.875% Senior Notes due 2029,United States,,NASDAQ,JMPNZ
JNCE,Jounce Therapeutics Inc. Common Stock,United States,2017,NASDAQ,JNCE
JOAN,JOANN Inc. Common Stock,United States,2021,NASDAQ,JOAN
JOBS,51job Inc. American Depositary Shares,China,2004,NASDAQ,JOBS
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,United States,2021,NASDAQ,JOFF
JOFFU,JOFF Fintech Acquisition Corp. Unit,United States,2021,NASDAQ,JOFFU
JOFFW,JOFF Fintech Acquisition Corp. Warrant,United States,2021,NASDAQ,JOFFW
JOUT,Johnson Outdoors Inc. Class A Common Stock,United States,,NASDAQ,JOUT
JRJC,China Finance Online Co. Limited American Depositary Shares,China,2004,NASDAQ,JRJC
JRSH,Jerash Holdings (US) Inc. Common Stock,United States,2018,NASDAQ,JRSH
JRVR,James River Group Holdings Ltd. Common Shares,Bermuda,2014,NASDAQ,JRVR
JSM,Navient Corporation 6% Senior Notes due December 15 2043,United States,,NASDAQ,JSM
JUGGU,Jaws Juggernaut Acquisition Corporation Unit,United States,2021,NASDAQ,JUGGU
JUPW,Jupiter Wellness Inc. Common Stock,United States,2020,NASDAQ,JUPW
JUPWW,Jupiter Wellness Inc. Warrant,United States,2020,NASDAQ,JUPWW
JVA,Coffee Holding Co. Inc. Common Stock,United States,2005,NASDAQ,JVA
JWEL,Jowell Global Ltd. Ordinary Shares,China,2021,NASDAQ,JWEL
JYAC,Jiya Acquisition Corp. Class A Common Stock,United States,2020,NASDAQ,JYAC
JYNT,The Joint Corp. Common Stock,United States,2014,NASDAQ,JYNT
JZXN,Jiuzi Holdings Inc. Ordinary Shares,China,2021,NASDAQ,JZXN
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,United States,2021,NASDAQ,KAII
KAIIU,Kismet Acquisition Two Corp. Unit,United States,2021,NASDAQ,KAIIU
KAIIW,Kismet Acquisition Two Corp. Warrant,United States,2021,NASDAQ,KAIIW
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,United States,2021,NASDAQ,KAIR
KAIRU,Kairos Acquisition Corp. Unit,United States,2021,NASDAQ,KAIRU
KAIRW,Kairos Acquisition Corp. Warrant,United States,2021,NASDAQ,KAIRW
KALA,Kala Pharmaceuticals Inc. Common Stock,United States,2017,NASDAQ,KALA
KALU,Kaiser Aluminum Corporation Common Stock,United States,,NASDAQ,KALU
KALV,KalVista Pharmaceuticals Inc. Common Stock,United Kingdom,2015,NASDAQ,KALV
KARO,Karooooo Ltd. Ordinary Shares,Singapore,2021,NASDAQ,KARO
KBAL,Kimball International Inc. Class B Common Stock,United States,,NASDAQ,KBAL
KBNT,Kubient Inc. Common Stock,United States,2020,NASDAQ,KBNT
KBNTW,Kubient Inc. Warrant,United States,2020,NASDAQ,KBNTW
KBSF,KBS Fashion Group Limited Common Stock,China,2013,NASDAQ,KBSF
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,China,2020,NASDAQ,KC
KDMN,Kadmon Holdings Inc. Common Stock,United States,,NASDAQ,KDMN
KDNY,Chinook Therapeutics Inc. Common Stock,United States,2015,NASDAQ,KDNY
KDP,Keurig Dr Pepper Inc. Common Stock,United States,,NASDAQ,KDP
KE,Kimball Electronics Inc. Common Stock,United States,,NASDAQ,KE
KELYA,Kelly Services Inc. Class A Common Stock,United States,,NASDAQ,KELYA
KELYB,Kelly Services Inc. Class B Common Stock,United States,,NASDAQ,KELYB
KEQU,Kewaunee Scientific Corporation Common Stock,United States,,NASDAQ,KEQU
KERN,Akerna Corp. Common Stock,United States,2018,NASDAQ,KERN
KERNW,Akerna Corp Warrant,United States,2018,NASDAQ,KERNW
KFFB,Kentucky First Federal Bancorp Common Stock,United States,,NASDAQ,KFFB
KFRC,Kforce Inc. Common Stock,United States,1995,NASDAQ,KFRC
KHC,The Kraft Heinz Company Common Stock,United States,,NASDAQ,KHC
KIDS,OrthoPediatrics Corp. Common Stock,United States,2017,NASDAQ,KIDS
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,United States,2021,NASDAQ,KIII
KIIIU,Kismet Acquisition Three Corp. Unit,United States,2021,NASDAQ,KIIIU
KIIIW,Kismet Acquisition Three Corp. Warrant,United States,2021,NASDAQ,KIIIW
KIN,Kindred Biosciences Inc. Common Stock,United States,2013,NASDAQ,KIN
KINS,Kingstone Companies Inc. Common Stock,United States,,NASDAQ,KINS
KINZ,KINS Technology Group Inc. Class A Common Stock,United States,2021,NASDAQ,KINZ
KINZU,KINS Technology Group Inc. Unit,United States,2020,NASDAQ,KINZU
KINZW,KINS Technology Group Inc. Warrant,United States,2021,NASDAQ,KINZW
KIRK,Kirkland's Inc. COMMONSTOCK,United States,2002,NASDAQ,KIRK
KLAC,KLA Corporation Common Stock,United States,1980,NASDAQ,KLAC
KLAQ,KL Acquisition Corp Class A Common Stock,United States,2021,NASDAQ,KLAQ
KLAQU,KL Acquisition Corp Unit,United States,2021,NASDAQ,KLAQU
KLAQW,KL Acquisition Corp Warrant,United States,2021,NASDAQ,KLAQW
KLDO,Kaleido Biosciences Inc. Common Stock,United States,2019,NASDAQ,KLDO
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Singapore,,NASDAQ,KLIC
KLXE,KLX Energy Services Holdings Inc. Common Stock,United States,,NASDAQ,KLXE
KMDA,Kamada Ltd. Ordinary Shares,Israel,2013,NASDAQ,KMDA
KMPH,KemPharm Inc. Common Stock,United States,,NASDAQ,KMPH
KNBE,KnowBe4 Inc. Class A Common Stock,United States,2021,NASDAQ,KNBE
KNDI,Kandi Technologies Group Inc Common Stock,China,,NASDAQ,KNDI
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,United States,2018,NASDAQ,KNSA
KNSL,Kinsale Capital Group Inc. Common Stock,United States,2016,NASDAQ,KNSL
KNTE,Kinnate Biopharma Inc. Common Stock,United States,2020,NASDAQ,KNTE
KOD,Kodiak Sciences Inc Common Stock,United States,2018,NASDAQ,KOD
KOPN,Kopin Corporation Common Stock,United States,1992,NASDAQ,KOPN
KOR,Corvus Gold Inc. Common Shares,Canada,,NASDAQ,KOR
KOSS,Koss Corporation Common Stock,United States,,NASDAQ,KOSS
KPLT,Katapult Holdings Inc. Common Stock,United States,2019,NASDAQ,KPLT
KPLTW,Katapult Holdings Inc. Warrant,United States,2019,NASDAQ,KPLTW
KPTI,Karyopharm Therapeutics Inc. Common Stock,United States,2013,NASDAQ,KPTI
KRBP,Kiromic BioPharma Inc. Common Stock,United States,2020,NASDAQ,KRBP
KRKR,36Kr Holdings Inc. American Depositary Shares,China,2019,NASDAQ,KRKR
KRMD,Repro Med Systems Inc. Common Stock,United States,,NASDAQ,KRMD
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,United States,2021,NASDAQ,KRNL
KRNLU,Kernel Group Holdings Inc. Units,United States,2021,NASDAQ,KRNLU
KRNLW,Kernel Group Holdings Inc. Warrants,United States,2021,NASDAQ,KRNLW
KRNT,Kornit Digital Ltd. Ordinary Shares,Israel,2015,NASDAQ,KRNT
KRNY,Kearny Financial Corp Common Stock,United States,,NASDAQ,KRNY
KRON,Kronos Bio Inc. Common Stock,United States,2020,NASDAQ,KRON
KROS,Keros Therapeutics Inc. Common Stock,United States,2020,NASDAQ,KROS
KRT,Karat Packaging Inc. Common Stock,United States,2021,NASDAQ,KRT
KRTX,Karuna Therapeutics Inc. Common Stock,United States,2019,NASDAQ,KRTX
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States,2019,NASDAQ,KRUS
KRYS,Krystal Biotech Inc. Common Stock,United States,2017,NASDAQ,KRYS
KSI,Kadem Sustainable Impact Corporation Class A common stock,United States,2021,NASDAQ,KSI
KSICW,Kadem Sustainable Impact Corporation Warrant,United States,2021,NASDAQ,KSICW
KSMT,Kismet Acquisition One Corp Ordinary Shares,Russia,2020,NASDAQ,KSMT
KSMTU,Kismet Acquisition One Corp Unit,Russia,2020,NASDAQ,KSMTU
KSMTW,Kismet Acquisition One Corp Warrant,Russia,,NASDAQ,KSMTW
KSPN,Kaspien Holdings Inc. Common Stock,United States,,NASDAQ,KSPN
KTCC,Key Tronic Corporation Common Stock,United States,1983,NASDAQ,KTCC
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,,NASDAQ,KTOS
KTRA,Kintara Therapeutics Inc. Common Stock,United States,,NASDAQ,KTRA
KURA,Kura Oncology Inc. Common Stock,United States,,NASDAQ,KURA
KURI,Alkuri Global Acquisition Corp. Class A common stock,United States,2021,NASDAQ,KURI
KURIU,Alkuri Global Acquisition Corp. Unit,United States,2021,NASDAQ,KURIU
KURIW,Alkuri Global Acquisition Corp. Warrant,United States,2021,NASDAQ,KURIW
KVHI,KVH Industries Inc. Common Stock,United States,1996,NASDAQ,KVHI
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,United States,2021,NASDAQ,KVSA
KVSB,Khosla Ventures Acquisition Co. II Class A Common Stock,United States,2021,NASDAQ,KVSB
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,United States,2021,NASDAQ,KVSC
KXIN,Kaixin Auto Holdings Ordinary Share,China,2017,NASDAQ,KXIN
KYMR,Kymera Therapeutics Inc. Common Stock,United States,2020,NASDAQ,KYMR
KZIA,Kazia Therapeutics Limited American Depositary Shares,Australia,,NASDAQ,KZIA
KZR,Kezar Life Sciences Inc. Common Stock,United States,2018,NASDAQ,KZR
LAAAU,Lakeshore Acquisition I Corp. Unit,China,2021,NASDAQ,LAAAU
LABP,Landos Biopharma Inc. Common Stock,United States,2021,NASDAQ,LABP
LAKE,Lakeland Industries Inc. Common Stock,United States,1986,NASDAQ,LAKE
LAMR,Lamar Advertising Company Class A Common Stock,United States,1996,NASDAQ,LAMR
LANC,Lancaster Colony Corporation Common Stock,United States,,NASDAQ,LANC
LAND,Gladstone Land Corporation Common Stock,United States,2013,NASDAQ,LAND
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,,NASDAQ,LANDM
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,United States,,NASDAQ,LANDO
LARK,Landmark Bancorp Inc. Common Stock,United States,,NASDAQ,LARK
LASR,nLIGHT Inc. Common Stock,United States,2018,NASDAQ,LASR
LATN,Union Acquisition Corp. II Ordinary Shares,United States,2019,NASDAQ,LATN
LATNW,Union Acquisition Corp. II Warrant,United States,2019,NASDAQ,LATNW
LAUR,Laureate Education Inc. Class A Common Stock,United States,2017,NASDAQ,LAUR
LAWS,Lawson Products Inc. Common Stock,United States,,NASDAQ,LAWS
LAZR,Luminar Technologies Inc.  Class A Common Stock,United States,2019,NASDAQ,LAZR
LAZY,Lazydays Holdings Inc. Common Stock,United States,,NASDAQ,LAZY
LBAI,Lakeland Bancorp Inc. Common Stock,United States,,NASDAQ,LBAI
LBC,Luther Burbank Corporation Common Stock,United States,2017,NASDAQ,LBC
LBPH,Longboard Pharmaceuticals Inc. Common Stock,United States,2021,NASDAQ,LBPH
LBPS,4D pharma plc American Depositary Shares,United Kingdom,,NASDAQ,LBPS
LBPSW,4D pharma plc Warrant,United Kingdom,,NASDAQ,LBPSW
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,,NASDAQ,LBRDA
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,,NASDAQ,LBRDK
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,United States,,NASDAQ,LBRDP
LBTYA,Liberty Global plc Class A Ordinary Shares,United Kingdom,,NASDAQ,LBTYA
LBTYB,Liberty Global plc Class B Ordinary Shares,United Kingdom,,NASDAQ,LBTYB
LBTYK,Liberty Global plc Class C Ordinary Shares,United Kingdom,,NASDAQ,LBTYK
LCA,Landcadia Holdings IV Inc. Class A Common Stock,United States,2021,NASDAQ,LCA
LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,Singapore,2021,NASDAQ,LCAA
LCAAU,L Catterton Asia Acquisition Corp Units,Singapore,2021,NASDAQ,LCAAU
LCAAW,L Catterton Asia Acquisition Corp Warrant,Singapore,2021,NASDAQ,LCAAW
LCAHU,Landcadia Holdings IV Inc. Units,United States,2021,NASDAQ,LCAHU
LCAHW,Landcadia Holdings IV Inc. Warrant ,United States,2021,NASDAQ,LCAHW
LCAP,Lionheart Acquisition Corp. II Class A Common Stock,United States,2020,NASDAQ,LCAP
LCAPU,Lionheart Acquisition Corp. II Unit,United States,2020,NASDAQ,LCAPU
LCAPW,Lionheart Acquisition Corp. II Warrant,United States,2020,NASDAQ,LCAPW
LCNB,LCNB Corporation Common Stock,United States,,NASDAQ,LCNB
LCUT,Lifetime Brands Inc. Common Stock,United States,1991,NASDAQ,LCUT
LDHA,LDH Growth Corp I Class A Ordinary Shares,United States,2021,NASDAQ,LDHA
LDHAU,LDH Growth Corp I Units,United States,2021,NASDAQ,LDHAU
LDHAW,LDH Growth Corp I Warrant,United States,2021,NASDAQ,LDHAW
LE,Lands' End Inc. Common Stock,United States,,NASDAQ,LE
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,,NASDAQ,LECO
LEDS,SemiLEDS Corporation Common Stock,Taiwan,2010,NASDAQ,LEDS
LEE,Lee Enterprises Incorporated Common Stock,United States,,NASDAQ,LEE
LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,United States,2021,NASDAQ,LEGA
LEGAU,Lead Edge Growth Opportunities Ltd Units,United States,2021,NASDAQ,LEGAU
LEGAW,Lead Edge Growth Opportunities Ltd Warrant,United States,2021,NASDAQ,LEGAW
LEGH,Legacy Housing Corporation Common Stock (TX),United States,2018,NASDAQ,LEGH
LEGN,Legend Biotech Corporation American Depositary Shares,United States,2020,NASDAQ,LEGN
LEGO,Legato Merger Corp. Common stock,United States,2021,NASDAQ,LEGO
